"代號","名稱","市場","股價日期","當日走勢","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","PER","PBR","一個月走勢圖","三個月走勢圖","半年走勢圖","一年走勢圖","三年走勢圖"
="1783","和康生","市","06/23","    ","22.75","-0.1","-0.44%","143","3.25","22.85","22.8","22.95","22.7","","2.03","    ","    ","    ","    ","    "
="1786","科妍","市","06/23","    ","49.1","-1.2","-2.39%","3,058","155","50.3","51.1","52.1","48.65","","2.84","    ","    ","    ","    ","    "
="1789","神隆","市","06/23","    ","42.8","-0.9","-2.06%","3,042","132","43.7","43.9","44.2","42.8","49.8","3.14","    ","    ","    ","    ","    "
="1802","台玻","市","06/23","    ","14.2","-0.15","-1.05%","1,138","16.2","14.35","14.35","14.4","14.15","","0.98","    ","    ","    ","    ","    "
="1805","寶徠","市","06/23","    ","11.95","0","0%","116","1.38","11.95","12","12","11.7","","1.32","    ","    ","    ","    ","    "
="1806","冠軍","市","06/23","    ","7.31","+0.03","+0.41%","397","2.89","7.28","7.21","7.34","7.21","","0.46","    ","    ","    ","    ","    "
="1808","潤隆","市","06/23","    ","49","+0.05","+0.1%","421","20.6","48.95","49","49.1","48.85","11","2.19","    ","    ","    ","    ","    "
="1809","中釉","市","06/23","    ","11.35","-0.05","-0.44%","95","1.08","11.4","11.4","11.45","11.35","51.6","0.6","    ","    ","    ","    ","    "
="1810","和成","市","06/23","    ","9.17","-0.01","-0.11%","185","1.7","9.18","9.16","9.19","9.15","9.45","0.61","    ","    ","    ","    ","    "
="1817","凱撒衛","市","06/23","    ","39.35","-0.25","-0.63%","124","4.9","39.6","39.75","39.8","39.35","11.5","1.82","    ","    ","    ","    ","    "
="1902","台紙","市","06/23","    ","19","-0.2","-1.04%","1,866","35.6","19.2","19.05","19.3","19","","1.39","    ","    ","    ","    ","    "
="1903","士紙","市","06/23","    ","31.55","-0.3","-0.94%","18","0.57","31.85","31.65","31.65","31.55","","2.77","    ","    ","    ","    ","    "
="1904","正隆","市","06/23","    ","14.3","+0.1","+0.7%","1,061","15.1","14.2","14.25","14.3","14.2","10.9","0.8","    ","    ","    ","    ","    "
="1905","華紙","市","06/23","    ","10.15","0","0%","1,683","17.2","10.15","10.15","10.25","10.15","24.8","0.72","    ","    ","    ","    ","    "
="1906","寶隆","市","06/23","    ","28.4","-0.4","-1.39%","514","14.7","28.8","28.75","28.85","28.3","4.14","0.69","    ","    ","    ","    ","    "
="1907","永豐餘","市","06/23","    ","9.86","+0.14","+1.44%","5,191","51","9.72","9.72","9.91","9.71","82.2","0.54","    ","    ","    ","    ","    "
="1909","榮成","市","06/23","    ","34.8","-0.2","-0.57%","7,169","251","35","34.9","35.5","34.7","11.2","1.58","    ","    ","    ","    ","    "
="2002","中鋼","市","06/23","    ","24.5","0","0%","9,324","228","24.5","24.5","24.5","24.35","19.6","1.24","    ","    ","    ","    ","    "
"2002A","中鋼特","市","06/23","    ","42.75","0","0%","4","0.17","42.75","42.75","42.75","42.75","0","","    ","    ","    ","    ","    "
="2006","東和鋼鐵","市","06/23","    ","24.25","+0.05","+0.21%","641","15.5","24.2","24.4","24.4","24.1","13.7","1.01","    ","    ","    ","    ","    "
="2007","燁興","市","06/23","    ","5.03","-0.01","-0.2%","206","1.03","5.04","5","5.03","4.96","","0.94","    ","    ","    ","    ","    "
="2008","高興昌","市","06/23","    ","10.15","-0.05","-0.49%","23","0.23","10.2","10.15","10.2","10.15","","0.74","    ","    ","    ","    ","    "
="2009","第一銅","市","06/23","    ","9.33","+0.02","+0.21%","249","2.32","9.31","9.4","9.4","9.29","","0.96","    ","    ","    ","    ","    "
="2010","春源","市","06/23","    ","12.15","0","0%","235","2.86","12.15","12.15","12.2","12.1","11.6","0.74","    ","    ","    ","    ","    "
="2012","春雨","市","06/23","    ","14.3","+0.05","+0.35%","17","0.24","14.25","14.25","14.3","14.25","14.4","1.09","    ","    ","    ","    ","    "
="2013","中鋼構","市","06/23","    ","20.7","-0.1","-0.48%","63","1.3","20.8","20.8","20.8","20.5","59.1","0.94","    ","    ","    ","    ","    "
="2014","中鴻","市","06/23","    ","8.98","-0.02","-0.22%","2,983","26.7","9","9","9.03","8.93","4.93","1.26","    ","    ","    ","    ","    "
="2015","豐興","市","06/23","    ","50.7","+0.2","+0.4%","1,973","100","50.5","50.7","51.1","50.7","14.3","1.7","    ","    ","    ","    ","    "
="2017","官田鋼","市","06/23","    ","8.57","+0.04","+0.47%","186","1.6","8.53","8.59","8.62","8.52","7.58","0.69","    ","    ","    ","    ","    "
="2020","美亞","市","06/23","    ","13.3","+0.05","+0.38%","180","2.38","13.25","13.3","13.3","13.2","7.19","0.97","    ","    ","    ","    ","    "
="2022","聚亨","市","06/23","    ","5.68","-0.03","-0.53%","463","2.63","5.71","5.75","5.75","5.67","","0.76","    ","    ","    ","    ","    "
="2023","燁輝","市","06/23","    ","12.6","-0.2","-1.56%","5,103","64.4","12.8","12.7","12.7","12.55","6.89","0.78","    ","    ","    ","    ","    "
="2024","志聯","市","06/23","    ","9.01","-0.01","-0.11%","156","1.41","9.02","9.02","9.04","9.01","7.57","0.75","    ","    ","    ","    ","    "
="2025","千興","市","06/23","    ","2.85","0","0%","204","0.58","2.85","2.85","2.86","2.81","4.45","0.63","    ","    ","    ","    ","    "
="2027","大成鋼","市","06/23","    ","17","0","0%","364","6.18","17","17","17","16.85","16.5","1.29","    ","    ","    ","    ","    "
="2028","威致","市","06/23","    ","5.76","+0.03","+0.52%","63","0.36","5.73","5.74","5.76","5.73","8.11","1.3","    ","    ","    ","    ","    "
="2029","盛餘","市","06/23","    ","34.55","+0.35","+1.02%","871","30.1","34.2","34.3","34.8","34.3","7.78","1.18","    ","    ","    ","    ","    "
="2030","彰源","市","06/23","    ","11.9","-0.05","-0.42%","690","8.2","11.95","12","12","11.75","7.3","0.96","    ","    ","    ","    ","    "
="2031","新光鋼","市","06/23","    ","24.7","-0.3","-1.2%","2,744","68","25","25.1","25.15","24.55","8.76","1.25","    ","    ","    ","    ","    "
="2032","新鋼","市","06/23","    ","9.96","-0.03","-0.3%","158","1.57","9.99","9.92","9.99","9.92","19.2","0.77","    ","    ","    ","    ","    "
="2033","佳大","市","06/23","    ","9.21","-0.02","-0.22%","12","0.11","9.23","9.1","9.21","9.1","17.4","0.77","    ","    ","    ","    ","    "
="2034","允強","市","06/23","    ","25.5","+0.2","+0.79%","1,280","32.6","25.3","25.3","25.5","25.25","11.9","1.35","    ","    ","    ","    ","    "
="2038","海光","市","06/23","    ","8.02","-0.01","-0.12%","173","1.38","8.03","8","8.06","8","17.1","0.38","    ","    ","    ","    ","    "
="2049","上銀","市","06/23","    ","205.5","+1","+0.49%","2,121","439","204.5","205.5","209.5","205","38.4","3.98","    ","    ","    ","    ","    "
="2059","川湖","市","06/23","    ","423.5","-5.5","-1.28%","153","65","429","425","428","423.5","28.7","4.61","    ","    ","    ","    ","    "
="2062","橋椿","市","06/23","    ","45.45","-0.65","-1.41%","537","24.6","46.1","46.1","46.3","45.45","10.4","1.38","    ","    ","    ","    ","    "
="2069","運錩","市","06/23","    ","25.4","+0.05","+0.2%","167","4.24","25.35","25.3","25.45","25.25","9.48","1.21","    ","    ","    ","    ","    "
="2101","南港","市","06/23","    ","27.65","-0.1","-0.36%","155","4.3","27.75","27.7","27.8","27.6","21","1.99","    ","    ","    ","    ","    "
="2102","泰豐","市","06/23","    ","13.95","0","0%","564","7.88","13.95","14","14.05","13.85","","0.7","    ","    ","    ","    ","    "
="2103","台橡","市","06/23","    ","34.75","-0.15","-0.43%","1,590","55.5","34.9","35","35.3","34.65","25.7","1.9","    ","    ","    ","    ","    "
="2104","中橡","市","06/23","    ","32","+1","+3.23%","4,518","143","31","31","32","31","11.4","1.01","    ","    ","    ","    ","    "
="2105","正新","市","06/23","    ","62.2","+0.2","+0.32%","4,071","253","62","62.2","62.3","61.7","18.1","2.34","    ","    ","    ","    ","    "
="2106","建大","市","06/23","    ","48","0","0%","153","7.33","48","48","48.1","47.75","15.8","2.05","    ","    ","    ","    ","    "
="2107","厚生","市","06/23","    ","15.75","0","0%","643","10.1","15.75","15.75","15.75","15.65","21.9","0.6","    ","    ","    ","    ","    "
="2108","南帝","市","06/23","    ","23.85","+0.05","+0.21%","496","11.8","23.8","23.8","23.95","23.8","15.1","1.61","    ","    ","    ","    ","    "
="2109","華豐","市","06/23","    ","10.9","+0.1","+0.93%","75","0.81","10.8","10.9","10.9","10.8","","0.94","    ","    ","    ","    ","    "
="2114","鑫永銓","市","06/23","    ","70","0","0%","46","3.23","70","70","70","69.6","16.4","2.1","    ","    ","    ","    ","    "
="2115","六暉-KY","市","06/23","    ","62.1","-0.7","-1.11%","75","4.65","62.8","62.7","62.8","62.1","13.6","2.3","    ","    ","    ","    ","    "
="2201","裕隆","市","06/23","    ","26.95","+0.1","+0.37%","1,261","34","26.85","26.85","27","26.85","28.7","0.6","    ","    ","    ","    ","    "
="2204","中華","市","06/23","    ","28.45","-0.05","-0.18%","723","20.5","28.5","28.4","28.45","28.25","12.4","0.78","    ","    ","    ","    ","    "
="2206","三陽工業","市","06/23","    ","21.7","0","0%","2,352","50.9","21.7","21.7","21.75","21.55","","1.32","    ","    ","    ","    ","    "
="2207","和泰車","市","06/23","    ","376","-1","-0.27%","146","55","377","378","378","375.5","18.3","4.46","    ","    ","    ","    ","    "
="2208","台船","市","06/23","    ","12.95","-0.15","-1.15%","419","5.42","13.1","13","13","12.9","","0.9","    ","    ","    ","    ","    "
="2227","裕日車","市","06/23","    ","281","-4","-1.4%","189","53.3","285","285","285","279","16.9","3.81","    ","    ","    ","    ","    "
="2228","劍麟","市","06/23","    ","151.5","+0.5","+0.33%","81","12.3","151","152.5","152.5","150.5","18.1","3.12","    ","    ","    ","    ","    "
="2231","為升","市","06/23","    ","377","-4","-1.05%","286","108","381","381","383","375.5","34.4","11.6","    ","    ","    ","    ","    "
="2236","百達-KY","市","06/23","    ","70.3","+0.5","+0.72%","107","7.53","69.8","69.8","70.8","69.7","22.4","2.33","    ","    ","    ","    ","    "
="2239","英利-KY","市","06/23","    ","160","+1","+0.63%","44","7.02","159","159","160","158.5","15","2.04","    ","    ","    ","    ","    "
="2301","光寶科","市","06/23","    ","50.5","-1.3","-2.51%","6,564","332","51.8","51","51.7","50.4","12.1","1.57","    ","    ","    ","    ","    "
="2302","麗正","市","06/23","    ","5.64","+0.05","+0.89%","157","0.88","5.59","5.59","5.64","5.56","","0.58","    ","    ","    ","    ","    "
="2303","聯電","市","06/23","    ","12.8","+0.4","+3.23%","176,325","2,247","12.4","12.45","12.95","12.4","15.1","0.72","    ","    ","    ","    ","    "
="2305","全友","市","06/23","    ","6.82","-0.05","-0.73%","204","1.38","6.87","6.8","6.83","6.7","","0.83","    ","    ","    ","    ","    "
="2308","台達電","市","06/23","    ","169","-0.5","-0.29%","3,444","580","169.5","170","170","167.5","23.3","3.58","    ","    ","    ","    ","    "
="2311","日月光","市","06/23","    ","37.9","+0.15","+0.4%","20,742","783","37.75","37.8","38.05","37.6","15.1","1.84","    ","    ","    ","    ","    "
="2312","金寶","市","06/23","    ","11.2","0","0%","1,353","15.2","11.2","11.2","11.3","11.15","16.2","0.94","    ","    ","    ","    ","    "
="2313","華通","市","06/23","    ","25","-0.25","-0.99%","11,622","292","25.25","25.2","25.4","24.95","16.9","1.49","    ","    ","    ","    ","    "
="2314","台揚","市","06/23","    ","36.1","-0.6","-1.63%","3,753","136","36.7","36.85","36.9","36.05","45.7","3.29","    ","    ","    ","    ","    "
="2316","楠梓電","市","06/23","    ","17.75","-0.2","-1.11%","648","11.5","17.95","18.1","18.1","17.7","","0.65","    ","    ","    ","    ","    "
="2317","鴻海","市","06/23","    ","112.5","0","0%","37,931","4,288","112.5","113","114","112.5","13.1","1.75","    ","    ","    ","    ","    "
="2321","東訊","市","06/23","    ","2.27","+0.05","+2.25%","59","0.13","2.22","2.28","2.28","2.25","","5.04","    ","    ","    ","    ","    "
="2323","中環","市","06/23","    ","3.95","-0.02","-0.5%","3,158","12.5","3.97","3.99","3.99","3.94","","0.37","    ","    ","    ","    ","    "
="2324","仁寶","市","06/23","    ","20.15","-0.25","-1.23%","28,673","577","20.4","20.35","20.4","20","11.6","0.85","    ","    ","    ","    ","    "
="2325","矽品","市","06/23","    ","49.55","-0.15","-0.3%","3,592","178","49.7","49.75","49.75","49.4","16.6","2.29","    ","    ","    ","    ","    "
="2327","國巨","市","06/23","    ","106.5","+0.5","+0.47%","2,205","235","106","107","107.5","105.5","13.5","2.27","    ","    ","    ","    ","    "
="2328","廣宇","市","06/23","    ","27.05","-0.1","-0.37%","2,066","56.1","27.15","27.3","27.4","27.05","11.7","1.4","    ","    ","    ","    ","    "
="2329","華泰","市","06/23","    ","8.2","-0.14","-1.68%","775","6.39","8.34","8.35","8.35","8.19","68.3","1.06","    ","    ","    ","    ","    "
="2330","台積電","市","06/23","    ","217","-1","-0.46%","39,686","8,627","218","218","218.5","217","15.8","3.87","    ","    ","    ","    ","    "
="2331","精英","市","06/23","    ","21.45","+0.05","+0.23%","1,274","27.3","21.4","21.6","21.6","21.25","","1.04","    ","    ","    ","    ","    "
="2332","友訊","市","06/23","    ","11.9","-0.05","-0.42%","1,188","14.2","11.95","11.95","12.1","11.9","","0.84","    ","    ","    ","    ","    "
="2337","旺宏","市","06/23","    ","16.2","-0.2","-1.22%","41,199","668","16.4","16.45","16.7","15.9","70.4","3.2","    ","    ","    ","    ","    "
="2338","光罩","市","06/23","    ","17.55","+0.2","+1.15%","854","14.8","17.35","17.35","17.6","17.2","","1.32","    ","    ","    ","    ","    "
="2340","光磊","市","06/23","    ","17.6","-0.25","-1.4%","2,894","51.2","17.85","17.7","17.8","17.55","10.4","1.18","    ","    ","    ","    ","    "
="2342","茂矽","市","06/23","    ","3.18","+0.08","+2.58%","198","0.63","3.1","3.1","3.18","3.1","","1.66","    ","    ","    ","    ","    "
="2344","華邦電","市","06/23","    ","18.1","-0.05","-0.28%","18,555","336","18.15","18.25","18.3","18","22.9","1.41","    ","    ","    ","    ","    "
="2345","智邦","市","06/23","    ","81","-0.9","-1.1%","11,423","938","81.9","82","83.8","80.1","20.6","4.78","    ","    ","    ","    ","    "
="2347","聯強","市","06/23","    ","34.35","+0.35","+1.03%","3,879","133","34","34.05","34.55","33.95","11.9","1.4","    ","    ","    ","    ","    "
="2348","海悅","市","06/23","    ","36.35","+3.3","+9.98%","448","16.1","33.05","35.1","36.35","35","130","2.78","    ","    ","    ","    ","    "
="2349","錸德","市","06/23","    ","5.21","-0.02","-0.38%","2,610","13.6","5.23","5.25","5.25","5.2","","0.73","    ","    ","    ","    ","    "
="2351","順德","市","06/23","    ","63.2","-0.6","-0.94%","1,902","121","63.8","63.9","64.4","62.8","15.8","2.22","    ","    ","    ","    ","    "
="2352","佳世達","市","06/23","    ","23.35","0","0%","18,554","438","23.35","23.6","23.95","23.35","9.09","1.55","    ","    ","    ","    ","    "
="2353","宏碁","市","06/23","    ","15.9","-0.3","-1.85%","7,178","115","16.2","16.25","16.25","15.9","","0.88","    ","    ","    ","    ","    "
="2354","鴻準","市","06/23","    ","89.6","+0.2","+0.22%","12,181","1,103","89.4","90.3","91.6","89.6","13.6","0.98","    ","    ","    ","    ","    "
="2355","敬鵬","市","06/23","    ","61.3","-0.7","-1.13%","1,362","84","62","61.9","62.3","61.3","10.9","1.51","    ","    ","    ","    ","    "
="2356","英業達","市","06/23","    ","25.1","+0.25","+1.01%","14,845","371","24.85","24.85","25.15","24.75","17.7","1.66","    ","    ","    ","    ","    "
="2357","華碩","市","06/23","    ","287.5","+1.5","+0.52%","602","172","286","284","287.5","284","11.4","1.14","    ","    ","    ","    ","    "
="2358","廷鑫","市","06/23","    ","17.8","+1.05","+6.27%","1,321","23.7","16.75","16.75","18.4","16.6","","2.49","    ","    ","    ","    ","    "
="2359","所羅門","市","06/23","    ","18.65","-0.3","-1.58%","939","17.6","18.95","18.9","19","18.6","25.9","0.73","    ","    ","    ","    ","    "
