"代號","名稱","市場","股價日期","當日走勢","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","PER","PBR","一個月走勢圖","三個月走勢圖","半年走勢圖","一年走勢圖","三年走勢圖"
="6443","元晶","市","06/23","    ","10.6","-0.05","-0.47%","2,817","30.1","10.65","10.75","10.85","10.6","","1.05","    ","    ","    ","    ","    "
="6449","鈺邦","市","06/23","    ","35.2","-0.4","-1.12%","140","4.96","35.6","35.7","35.7","35.2","13.3","1.91","    ","    ","    ","    ","    "
="6451","訊芯-KY","市","06/23","    ","109.5","+0.5","+0.46%","380","41.7","109","109.5","111","109","14.4","2.04","    ","    ","    ","    ","    "
="6452","康友-KY","市","06/23","    ","457.5","-2.5","-0.54%","228","105","460","466","467","457","33.4","5.63","    ","    ","    ","    ","    "
="6456","GIS-KY","市","06/23","    ","218.5","-6","-2.67%","13,405","2,953","224.5","219.5","222.5","217.5","19.3","5.34","    ","    ","    ","    ","    "
="6464","台數科","市","06/23","    ","122.5","+1.5","+1.24%","1","0.12","121","122.5","122.5","122.5","20.7","2.2","    ","    ","    ","    ","    "
="6477","安集","市","06/23","    ","15.5","-0.2","-1.27%","54","0.84","15.7","15.65","15.8","15.5","","0.98","    ","    ","    ","    ","    "
="6504","南六","市","06/23","    ","153.5","0","0%","34","5.21","153.5","152.5","154","152.5","18.6","4.11","    ","    ","    ","    ","    "
="6505","台塑化","市","06/23","    ","108.5","-1.5","-1.36%","4,215","459","110","109","109.5","108.5","11.8","3.13","    ","    ","    ","    ","    "
="6525","捷敏-KY","市","06/23","    ","61.6","-0.1","-0.16%","165","10.1","61.7","61.7","61.8","61.2","12","2.28","    ","    ","    ","    ","    "
="6531","愛普","市","06/23","    ","77.4","-0.4","-0.51%","323","25.2","77.8","78.3","78.9","77.4","18.1","2.12","    ","    ","    ","    ","    "
="6533","晶心科","市","06/23","    ","140.5","-2.5","-1.75%","350","49.1","143","143","144","139","","5.04","    ","    ","    ","    ","    "
="6552","易華電","市","06/23","    ","30.1","-0.2","-0.66%","136","4.11","30.3","30.3","30.4","30","38.1","1.72","    ","    ","    ","    ","    "
="6582","申豐","市","06/23","    ","69.4","0","0%","135","9.37","69.4","69.4","69.6","69.1","11","2.65","    ","    ","    ","    ","    "
="6605","帝寶","市","06/23","    ","83.9","0","0%","100","8.38","83.9","84","84","83.2","16.1","1.19","    ","    ","    ","    ","    "
="8011","台通","市","06/23","    ","23.8","-0.2","-0.83%","501","12","24","24.05","24.2","23.8","23.6","0.95","    ","    ","    ","    ","    "
="8016","矽創","市","06/23","    ","95.2","+1","+1.06%","707","67","94.2","94.5","95.3","94","11.8","2.35","    ","    ","    ","    ","    "
="8021","尖點","市","06/23","    ","24.1","+0.05","+0.21%","748","18.2","24.05","24.6","24.6","24.1","14.7","0.9","    ","    ","    ","    ","    "
="8033","雷虎","市","06/23","    ","8.69","-0.04","-0.46%","312","2.72","8.73","8.78","8.78","8.67","","1.71","    ","    ","    ","    ","    "
="8039","台虹","市","06/23","    ","39.3","-0.6","-1.5%","715","28.2","39.9","39.45","39.8","39.15","14.5","1.21","    ","    ","    ","    ","    "
="8046","南電","市","06/23","    ","24.85","-0.25","-1%","270","6.73","25.1","25.15","25.2","24.85","","0.5","    ","    ","    ","    ","    "
="8070","長華","市","06/23","    ","138","-1","-0.72%","161","22.3","139","139","140","137.5","12.6","1.55","    ","    ","    ","    ","    "
="8072","陞泰","市","06/23","    ","20.2","-0.15","-0.74%","36","0.73","20.35","20.35","20.4","20.2","337","0.76","    ","    ","    ","    ","    "
="8081","致新","市","06/23","    ","73.2","+0.1","+0.14%","327","24","73.1","73.3","73.6","73.1","15.7","1.55","    ","    ","    ","    ","    "
="8101","華冠","市","06/23","    ","4.62","-0.02","-0.43%","388","1.8","4.64","4.7","4.7","4.62","","0.86","    ","    ","    ","    ","    "
="8103","瀚荃","市","06/23","    ","32","-0.15","-0.47%","88","2.82","32.15","32.05","32.1","31.9","10.6","1.1","    ","    ","    ","    ","    "
="8105","凌巨","市","06/23","    ","18.5","-0.35","-1.86%","3,762","69.8","18.85","18.85","18.85","18.45","13.4","1.02","    ","    ","    ","    ","    "
="8110","華東","市","06/23","    ","13.3","-0.25","-1.85%","1,294","17.3","13.55","13.65","13.65","13.25","10.9","0.76","    ","    ","    ","    ","    "
="8112","至上","市","06/23","    ","31.8","+1.45","+4.78%","48,619","1,537","30.35","30.35","33.1","30.3","8.5","1.66","    ","    ","    ","    ","    "
="8114","振樺電","市","06/23","    ","169","0","0%","67","11.3","169","169.5","169.5","167.5","19.8","4.78","    ","    ","    ","    ","    "
="8131","福懋科","市","06/23","    ","27.75","0","0%","143","3.98","27.75","28","28","27.75","12.2","1.17","    ","    ","    ","    ","    "
="8150","南茂","市","06/23","    ","31","-0.35","-1.12%","6,226","193","31.35","31.35","31.45","30.8","7.45","1.44","    ","    ","    ","    ","    "
="8163","達方","市","06/23","    ","27.55","-0.3","-1.08%","974","26.8","27.85","27.8","27.85","27.4","15.1","0.96","    ","    ","    ","    ","    "
="8201","無敵","市","06/23","    ","14.3","-0.3","-2.05%","555","7.93","14.6","14.65","14.7","14.05","","0.97","    ","    ","    ","    ","    "
="8210","勤誠","市","06/23","    ","54.6","-0.3","-0.55%","248","13.5","54.9","55","55","54.3","10.6","2.27","    ","    ","    ","    ","    "
="8213","志超","市","06/23","    ","30.65","-0.15","-0.49%","182","5.58","30.8","30.8","30.8","30.65","9.79","0.84","    ","    ","    ","    ","    "
="8215","明基材","市","06/23","    ","18.05","-0.15","-0.82%","1,867","34.2","18.2","18.2","18.6","18.05","","1.57","    ","    ","    ","    ","    "
="8222","寶一","市","06/23","    ","24.5","-0.05","-0.2%","155","3.78","24.55","24.6","24.6","24.25","39.5","1.84","    ","    ","    ","    ","    "
="8249","菱光","市","06/23","    ","23.65","+0.15","+0.64%","257","6.02","23.5","23.5","23.65","23.35","10.5","0.89","    ","    ","    ","    ","    "
="8261","富鼎","市","06/23","    ","22.85","-0.1","-0.44%","123","2.82","22.95","22.8","23.05","22.65","43.1","1.44","    ","    ","    ","    ","    "
="8271","宇瞻","市","06/23","    ","42.95","-0.4","-0.92%","969","41.6","43.35","43.35","43.35","42.85","11.9","1.72","    ","    ","    ","    ","    "
="8341","日友","市","06/23","    ","160","+0.5","+0.31%","194","31.3","159.5","160","162","160","28.7","6.99","    ","    ","    ","    ","    "
="8374","羅昇","市","06/23","    ","18.8","-0.1","-0.53%","200","3.77","18.9","18.9","19.05","18.75","20","1.23","    ","    ","    ","    ","    "
="8404","百和興業-KY","市","06/23","    ","46","+1.55","+3.49%","2,869","130","44.45","44.7","46.35","44.4","24.9","2.66","    ","    ","    ","    ","    "
="8411","福貞-KY","市","06/23","    ","31.75","-0.25","-0.78%","133","4.25","32","32","32.1","31.75","11.6","0.92","    ","    ","    ","    ","    "
="8422","可寧衛","市","06/23","    ","179","-0.5","-0.28%","71","12.8","179.5","180.5","180.5","179","14","3.46","    ","    ","    ","    ","    "
="8427","基勝-KY","市","06/23","    ","54.9","+0.1","+0.18%","12","0.68","54.8","54.8","55.1","54.5","8.04","1.23","    ","    ","    ","    ","    "
="8429","金麗-KY","市","06/23","    ","37.6","-0.65","-1.7%","1,615","61.1","38.25","38.25","38.5","37.6","7.49","1","    ","    ","    ","    ","    "
="8442","威宏-KY","市","06/23","    ","55.6","-0.1","-0.18%","8","0.44","55.7","54.7","55.6","54.7","24.7","2.21","    ","    ","    ","    ","    "
="8443","阿瘦","市","06/23","    ","15.35","0","0%","90","1.38","15.35","15.35","15.5","15.3","","0.65","    ","    ","    ","    ","    "
="8454","富邦媒","市","06/23","    ","216","-0.5","-0.23%","68","14.7","216.5","216.5","216.5","215.5","26.3","5.01","    ","    ","    ","    ","    "
="8463","潤泰材","市","06/23","    ","19.2","-0.25","-1.29%","107","2.06","19.45","19.4","19.45","19.15","15.7","1.19","    ","    ","    ","    ","    "
="8464","億豐","市","06/23","    ","325.5","+6.5","+2.04%","669","218","319","321","330","320.5","25.4","8.1","    ","    ","    ","    ","    "
="8466","美吉吉-KY","市","06/23","    ","119.5","+0.5","+0.42%","22","2.63","119","119","119.5","118.5","13.8","3.04","    ","    ","    ","    ","    "
="8467","波力-KY","市","06/23","    ","34.05","0","0%","0","0","34.05","34.05","34.05","34.05","20.4","1.23","    ","    ","    ","    ","    "
="8473","山林水","市","06/23","    ","64.5","-0.3","-0.46%","219","14.2","64.8","64.8","65","64.5","17.2","1.5","    ","    ","    ","    ","    "
="8480","泰昇-KY","市","06/23","    ","134","+2","+1.52%","27","3.57","132","132","134","131","16.6","3.16","    ","    ","    ","    ","    "
="8481","政伸","市","06/23","    ","39.9","-0.1","-0.25%","42","1.68","40","40","40.3","39.75","15.1","2.19","    ","    ","    ","    ","    "
="8488","吉源-KY","市","06/23","    ","40.2","+0.85","+2.16%","4","0.16","39.35","39.4","40.2","39.35","10","0.97","    ","    ","    ","    ","    "
="8926","台汽電","市","06/23","    ","23.35","-0.05","-0.21%","431","10.1","23.4","23.4","23.45","23.35","16.3","1.18","    ","    ","    ","    ","    "
="8940","新天地","市","06/23","    ","13.9","+0.05","+0.36%","2","0.03","13.85","13.8","13.9","13.8","","1.12","    ","    ","    ","    ","    "
="8996","高力","市","06/23","    ","44.55","0","0%","112","5.03","44.55","44.55","45","44.5","16.6","1.99","    ","    ","    ","    ","    "
="9103","美德醫療-DR","市","06/23","    ","1.54","+0.04","+2.67%","403","0.62","1.5","1.5","1.55","1.5","0","","    ","    ","    ","    ","    "
="9105","泰金寶-DR","市","06/23","    ","2.96","-0.01","-0.34%","870","2.58","2.97","2.97","2.98","2.96","0","","    ","    ","    ","    ","    "
="9106","新焦點-DR","市","06/23","    ","0.74","-0.04","-5.13%","340","0.26","0.78","0.72","0.78","0.72","0","","    ","    ","    ","    ","    "
="9136","巨騰-DR","市","06/23","    ","13.35","-0.2","-1.48%","3,151","41.9","13.55","13.3","13.45","13.1","0","","    ","    ","    ","    ","    "
="9157","陽光能源-DR","市","06/23","    ","0.96","-0.03","-3.03%","36","0.03","0.99","0.96","0.96","0.95","0","","    ","    ","    ","    ","    "
="9188","精熙-DR","市","06/23","    ","5","0","0%","198","1","5","5","5.08","5","0","","    ","    ","    ","    ","    "
="9802","鈺齊-KY","市","06/23","    ","81.3","+1.4","+1.75%","1,017","82.8","79.9","81.1","82.3","80.2","14.1","1.99","    ","    ","    ","    ","    "
="9902","台火","市","06/23","    ","10.05","+0.13","+1.31%","877","8.73","9.92","9.9","10.05","9.87","","0.86","    ","    ","    ","    ","    "
="9904","寶成","市","06/23","    ","41.35","-0.2","-0.48%","1,756","72.7","41.55","41.6","41.7","41.3","10.4","1.62","    ","    ","    ","    ","    "
="9905","大華","市","06/23","    ","27.2","-0.2","-0.73%","127","3.46","27.4","27.4","27.45","27.1","13.2","1.2","    ","    ","    ","    ","    "
="9906","欣巴巴","市","06/23","    ","20.6","-0.4","-1.9%","182","3.81","21","21.1","21.4","20.55","22.2","1.76","    ","    ","    ","    ","    "
="9907","統一實","市","06/23","    ","14.35","-0.1","-0.69%","696","10.1","14.45","14.5","14.55","14.35","21.1","1.26","    ","    ","    ","    ","    "
="9908","大台北","市","06/23","    ","25.55","-0.15","-0.58%","115","2.95","25.7","25.7","25.7","25.4","15.1","1.21","    ","    ","    ","    ","    "
="9910","豐泰","市","06/23","    ","126.5","+0.5","+0.4%","1,015","128","126","126","127.5","125","19.7","6.17","    ","    ","    ","    ","    "
="9911","櫻花","市","06/23","    ","36.7","+0.2","+0.55%","575","21","36.5","36.6","36.85","36.4","11.9","1.98","    ","    ","    ","    ","    "
="9912","偉聯","市","06/23","    ","8.3","-0.2","-2.35%","650","5.46","8.5","8.44","8.64","8.3","415","0.81","    ","    ","    ","    ","    "
="9914","美利達","市","06/23","    ","162.5","-1","-0.61%","333","54.1","163.5","163.5","164","161","27.5","3.95","    ","    ","    ","    ","    "
="9917","中保","市","06/23","    ","90.5","-0.3","-0.33%","111","10.1","90.8","91","91","90.5","44.8","3.89","    ","    ","    ","    ","    "
="9918","欣天然","市","06/23","    ","31.95","-0.05","-0.16%","2","0.06","32","31.95","31.95","31.95","25.4","1.94","    ","    ","    ","    ","    "
="9919","康那香","市","06/23","    ","10.95","0","0%","69","0.76","10.95","10.95","10.95","10.9","","0.89","    ","    ","    ","    ","    "
="9921","巨大","市","06/23","    ","175","-4","-2.23%","403","70.9","179","179","180","174.5","24.1","3.3","    ","    ","    ","    ","    "
="9924","福興","市","06/23","    ","42.1","+0.05","+0.12%","218","9.13","42.05","41.9","42.1","41.6","10.8","1.56","    ","    ","    ","    ","    "
="9925","新保","市","06/23","    ","39.45","-0.15","-0.38%","69","2.74","39.6","39.45","39.5","39.45","16.4","1.54","    ","    ","    ","    ","    "
="9926","新海","市","06/23","    ","40.45","0","0%","3","0.14","40.45","40","40.45","39.95","24.4","2.51","    ","    ","    ","    ","    "
="9927","泰銘","市","06/23","    ","38.9","-0.2","-0.51%","106","4.13","39.1","39.1","39.15","38.8","8.92","1.61","    ","    ","    ","    ","    "
="9928","中視","市","06/23","    ","6.07","-0.03","-0.49%","184","1.11","6.1","6.12","6.12","6","","1.01","    ","    ","    ","    ","    "
="9929","秋雨","市","06/23","    ","11.2","0","0%","22","0.25","11.2","11.25","11.25","11.1","6.4","1.65","    ","    ","    ","    ","    "
="9930","中聯資源","市","06/23","    ","55.1","+0.1","+0.18%","46","2.54","55","55","55.5","55","19.5","2.84","    ","    ","    ","    ","    "
="9931","欣高","市","06/23","    ","31.3","0","0%","0","0","31.3","31.3","31.3","31.3","23.8","1.84","    ","    ","    ","    ","    "
="9933","中鼎","市","06/23","    ","50.5","-0.7","-1.37%","846","42.7","51.2","51.2","51.2","50.3","17.5","2.22","    ","    ","    ","    ","    "
="9934","成霖","市","06/23","    ","20.1","0","0%","2,015","40.4","20.1","19.9","20.25","19.8","","1.32","    ","    ","    ","    ","    "
="9935","慶豐富","市","06/23","    ","9.4","+0.13","+1.4%","109","1.02","9.27","9.27","9.45","9.22","26.1","1.32","    ","    ","    ","    ","    "
="9937","全國","市","06/23","    ","39.05","-0.15","-0.38%","13","0.49","39.2","39.05","39.1","38.95","17.7","2.5","    ","    ","    ","    ","    "
="9938","百和","市","06/23","    ","110","+4.5","+4.27%","3,269","358","105.5","106.5","111","106.5","21.6","4.14","    ","    ","    ","    ","    "
="9939","宏全","市","06/23","    ","60.8","+0.1","+0.16%","803","48.7","60.7","60.3","61","60.3","13.2","1.52","    ","    ","    ","    ","    "
="9940","信義","市","06/23","    ","33.25","0","0%","207","6.89","33.25","33.3","33.4","33.2","19.9","2.33","    ","    ","    ","    ","    "
="9941","裕融","市","06/23","    ","105","-1.5","-1.41%","1,028","109","106.5","107","108","105","15.9","2.87","    ","    ","    ","    ","    "
="9942","茂順","市","06/23","    ","82","+0.2","+0.24%","94","7.7","81.8","81.8","82.1","81.7","14.4","2.44","    ","    ","    ","    ","    "
="9943","好樂迪","市","06/23","    ","55.6","-0.3","-0.54%","372","20.7","55.9","56","56","55.4","12.5","2.08","    ","    ","    ","    ","    "
="9944","新麗","市","06/23","    ","19.5","-0.05","-0.26%","209","4.09","19.55","19.45","19.7","19.45","46.4","0.74","    ","    ","    ","    ","    "
="9945","潤泰新","市","06/23","    ","33.95","-0.2","-0.59%","2,427","82.6","34.15","34.2","34.35","33.8","7.75","1.41","    ","    ","    ","    ","    "
="9946","三發地產","市","06/23","    ","12.25","+0.05","+0.41%","94","1.15","12.2","12.2","12.25","12.15","10.1","0.66","    ","    ","    ","    ","    "
="9955","佳龍","市","06/23","    ","14.15","-0.1","-0.7%","63","0.89","14.25","14.25","14.3","14.1","","0.72","    ","    ","    ","    ","    "
="9958","世紀鋼","市","06/23","    ","9.35","-0.04","-0.43%","34","0.32","9.39","9.36","9.36","9.32","24","0.75","    ","    ","    ","    ","    "
